max_drawdown,net_profit,number_of_trades,win_rate,expectancy,gross_profit,gross_loss,profit_factor,recovery_factor,longest_losing_streak,simulation_id
433.0,-175.0,135,0.23703703703703705,-1.2962962962962963,1782.0,1957.0,0.9105774144098109,-0.40415704387990764,13,22
274.0,440.0,135,0.3111111111111111,3.259259259259259,2207.0,1767.0,1.249009620826259,1.6058394160583942,13,23
507.0,-130.0,135,0.2814814814814815,-0.9629629629629629,1713.0,1843.0,0.9294628323385784,-0.2564102564102564,15,24
488.0,0.0,135,0.26666666666666666,0.0,1881.0,1881.0,1.0,0.0,13,25
514.0,90.0,135,0.2518518518518518,0.6666666666666666,2009.0,1919.0,1.0468994267847838,0.17509727626459143,11,26
243.0,450.0,135,0.2740740740740741,3.3333333333333335,2312.0,1862.0,1.2416756176154673,1.8518518518518519,11,27
587.0,-415.0,135,0.21481481481481482,-3.074074074074074,1599.0,2014.0,0.7939424031777557,-0.706984667802385,15,28
700.0,-485.0,135,0.22962962962962963,-3.5925925925925926,1491.0,1976.0,0.7545546558704453,-0.6928571428571428,20,29
316.0,180.0,135,0.28888888888888886,1.3333333333333333,2004.0,1824.0,1.0986842105263157,0.569620253164557,13,30
736.0,-695.0,135,0.2074074074074074,-5.148148148148148,1338.0,2033.0,0.6581406787998032,-0.9442934782608695,12,31
229.0,845.0,135,0.32592592592592595,6.2592592592592595,2574.0,1729.0,1.4887218045112782,3.6899563318777293,12,32
233.0,560.0,135,0.3333333333333333,4.148148148148148,2270.0,1710.0,1.327485380116959,2.40343347639485,8,33
381.0,180.0,135,0.2740740740740741,1.3333333333333333,2042.0,1862.0,1.0966702470461869,0.47244094488188976,14,34
263.0,670.0,135,0.34074074074074073,4.962962962962963,2361.0,1691.0,1.3962152572442341,2.547528517110266,9,35
239.0,495.0,135,0.3037037037037037,3.6666666666666665,2281.0,1786.0,1.2771556550951848,2.071129707112971,8,36
478.0,-385.0,135,0.22962962962962963,-2.8518518518518516,1591.0,1976.0,0.805161943319838,-0.805439330543933,15,37
627.0,-375.0,135,0.23703703703703705,-2.7777777777777777,1582.0,1957.0,0.8083801737353091,-0.5980861244019139,13,38
664.0,-540.0,135,0.2222222222222222,-4.0,1455.0,1995.0,0.7293233082706767,-0.8132530120481928,12,39
195.0,310.0,135,0.3111111111111111,2.2962962962962963,2077.0,1767.0,1.1754385964912282,1.5897435897435896,10,40
434.0,-255.0,135,0.23703703703703705,-1.8888888888888888,1702.0,1957.0,0.8696985181400102,-0.5875576036866359,16,41
954.0,-580.0,135,0.2222222222222222,-4.296296296296297,1415.0,1995.0,0.7092731829573935,-0.6079664570230608,44,42
242.0,740.0,135,0.3333333333333333,5.481481481481482,2450.0,1710.0,1.432748538011696,3.0578512396694215,10,43
279.0,205.0,135,0.2814814814814815,1.5185185185185186,2048.0,1843.0,1.111231687466088,0.7347670250896058,11,44
